Latitude,Longitude,Grid,Releve
53.20003904867917,-7.0903149247169495,25,65
53.199141807854176,-7.089828355237842,26,66
53.19821443408728,-7.08937774412334,27,67
53.19718111306429,-7.088925959542394,28,68
53.19625583477318,-7.088353643193841,29,69
53.195259855128825,-7.08777604624629,30,70
53.19523479323834,-7.08752584643662,30,71
53.19638223387301,-7.088010320439935,29,72
53.19706623908132,-7.088376525789499,28,73
